[2024-07-08 09:26:48,666][root][INFO] - Computing EIG. Start Prompt: 0. End Prompt: 200
[2024-07-08 09:27:46,221][root][INFO] - 0.012747812896178101
[2024-07-08 09:27:46,221][root][INFO] - 0.001324578327309478
[2024-07-08 09:27:46,221][root][INFO] - 0.006102702972041074
[2024-07-08 09:27:46,222][root][INFO] - 0.0001742479295172572
[2024-07-08 09:27:46,222][root][INFO] - 0.0033159548484503754
[2024-07-08 09:27:46,222][root][INFO] - 0.0007653470839835697
[2024-07-08 09:27:46,222][root][INFO] - 0.0005820313628450702
[2024-07-08 09:27:46,223][root][INFO] - 0.002636254203010502
[2024-07-08 09:27:46,223][root][INFO] - 0.015358064839217311
[2024-07-08 09:27:46,223][root][INFO] - 8.153236002439446e-05
[2024-07-08 09:27:46,224][root][INFO] - 0.0024449357415537998
[2024-07-08 09:27:46,224][root][INFO] - 9.782998382856789e-05
[2024-07-08 09:27:46,224][root][INFO] - 0.0017995169920923537
[2024-07-08 09:27:46,224][root][INFO] - 0.011132857278349118
[2024-07-08 09:27:46,225][root][INFO] - 0.004065749589305501
[2024-07-08 09:27:46,225][root][INFO] - 0.0006585001976946447
[2024-07-08 09:27:46,225][root][INFO] - 0.007943017403119867
[2024-07-08 09:27:46,226][root][INFO] - 0.0016955772812470293
[2024-07-08 09:27:46,226][root][INFO] - 0.005476137503636402
[2024-07-08 09:27:46,226][root][INFO] - 3.939528150254112e-06
[2024-07-08 09:27:46,226][root][INFO] - 0.009986352475663818
[2024-07-08 09:27:46,227][root][INFO] - 1.1668166571388028e-05
[2024-07-08 09:27:46,227][root][INFO] - 0.0008480383427320604
[2024-07-08 09:27:46,227][root][INFO] - 0.00013372840522452023
[2024-07-08 09:27:46,228][root][INFO] - 0.002239252744274167
[2024-07-08 09:27:46,228][root][INFO] - 7.380040454574299e-05
[2024-07-08 09:27:46,228][root][INFO] - 0.0025889482307950296
[2024-07-08 09:27:46,228][root][INFO] - 0.0006886411064576103
[2024-07-08 09:27:46,228][root][INFO] - 0.019650084868555573
[2024-07-08 09:27:46,228][root][INFO] - 0.0012060235056903235
[2024-07-08 09:27:46,229][root][INFO] - 0.020571527215617835
[2024-07-08 09:27:46,229][root][INFO] - 4.126777387480907e-06
[2024-07-08 09:27:46,229][root][INFO] - 0.007138758793351574
[2024-07-08 09:27:46,229][root][INFO] - 0.003883443098627093
[2024-07-08 09:27:46,229][root][INFO] - 0.005328292403096402
[2024-07-08 09:27:46,230][root][INFO] - 5.751899897088464e-05
[2024-07-08 09:27:46,230][root][INFO] - 0.002748239134209518
[2024-07-08 09:27:46,230][root][INFO] - 0.00014471237824831285
[2024-07-08 09:27:46,230][root][INFO] - 0.0009193300837445628
[2024-07-08 09:27:46,230][root][INFO] - 0.0032416558731255263
[2024-07-08 09:27:46,231][root][INFO] - 0.013378986718779129
[2024-07-08 09:27:46,231][root][INFO] - 0.0009394937787845503
[2024-07-08 09:27:46,231][root][INFO] - 0.0025018241803418384
[2024-07-08 09:27:46,231][root][INFO] - 0.00011080005627572831
[2024-07-08 09:27:46,231][root][INFO] - 0.00491833550702836
[2024-07-08 09:27:46,232][root][INFO] - 5.052071236022471e-06
[2024-07-08 09:27:46,232][root][INFO] - 0.0013571205519822271
[2024-07-08 09:27:46,232][root][INFO] - 9.644610217030003e-05
[2024-07-08 09:27:46,232][root][INFO] - 0.00010185854308586428
[2024-07-08 09:27:46,232][root][INFO] - 0.0019272367395242185
[2024-07-08 09:27:46,233][root][INFO] - 0.0019319343412398382
[2024-07-08 09:27:46,233][root][INFO] - 5.204073685538546e-05
[2024-07-08 09:27:46,233][root][INFO] - 0.0013438660911589961
[2024-07-08 09:27:46,234][root][INFO] - 0.0015025298016596578
[2024-07-08 09:27:46,234][root][INFO] - 0.0031758603433895694
[2024-07-08 09:27:46,234][root][INFO] - 0.0014534576442017944
[2024-07-08 09:27:46,234][root][INFO] - 0.0009302145729113143
[2024-07-08 09:27:46,235][root][INFO] - 6.20756994709204e-05
[2024-07-08 09:27:46,235][root][INFO] - 0.0045093019994306704
[2024-07-08 09:27:46,235][root][INFO] - 0.0009530673176063598
[2024-07-08 09:27:46,235][root][INFO] - 0.036488245458522695
[2024-07-08 09:27:46,236][root][INFO] - 1.83486666652799e-05
[2024-07-08 09:27:46,236][root][INFO] - 0.00036896397444619033
[2024-07-08 09:27:46,236][root][INFO] - 6.8736102079025585e-06
[2024-07-08 09:27:46,237][root][INFO] - 0.0008423538454280788
[2024-07-08 09:27:46,237][root][INFO] - 0.0004035595931806135
[2024-07-08 09:27:46,237][root][INFO] - 0.00864648547652358
[2024-07-08 09:27:46,237][root][INFO] - 0.00041687094836595495
[2024-07-08 09:27:46,238][root][INFO] - 0.005069504557127624
[2024-07-08 09:27:46,238][root][INFO] - 9.392487681281203e-05
[2024-07-08 09:27:46,238][root][INFO] - 0.009754949973978633
[2024-07-08 09:27:46,239][root][INFO] - 0.0006107667038126596
[2024-07-08 09:27:46,239][root][INFO] - 0.003450541838839527
[2024-07-08 09:27:46,239][root][INFO] - 0.0006954046973501882
[2024-07-08 09:27:46,239][root][INFO] - 0.0049503885218955546
[2024-07-08 09:27:46,240][root][INFO] - 7.759953011665655e-05
[2024-07-08 09:27:46,240][root][INFO] - 0.000919572839807481
[2024-07-08 09:27:46,240][root][INFO] - 7.403146114937087e-05
[2024-07-08 09:27:46,241][root][INFO] - 0.0011143096856269796
[2024-07-08 09:27:46,241][root][INFO] - 2.1146743507394206e-05
[2024-07-08 09:27:46,241][root][INFO] - 7.112440752710114e-05
[2024-07-08 09:27:46,241][root][INFO] - 0.00030611029913252263
[2024-07-08 09:27:46,242][root][INFO] - 0.005248038357162921
[2024-07-08 09:27:46,242][root][INFO] - 4.078864996259757e-05
[2024-07-08 09:27:46,242][root][INFO] - 0.008081092654091293
[2024-07-08 09:27:46,243][root][INFO] - 2.1577432974151378e-05
[2024-07-08 09:27:46,243][root][INFO] - 0.011996056794645105
[2024-07-08 09:27:46,243][root][INFO] - 0.00033568200659916947
[2024-07-08 09:27:46,244][root][INFO] - 0.004335485528614846
[2024-07-08 09:27:46,244][root][INFO] - 0.0005791945730919679
[2024-07-08 09:27:46,244][root][INFO] - 0.010497861902896255
[2024-07-08 09:27:46,244][root][INFO] - 1.1946551786157222e-05
[2024-07-08 09:27:46,245][root][INFO] - 0.008594077729378258
[2024-07-08 09:27:46,245][root][INFO] - 0.00046124695718186004
[2024-07-08 09:27:46,245][root][INFO] - 0.00019700884690077025
[2024-07-08 09:27:46,245][root][INFO] - 0.0008901390037872048
[2024-07-08 09:27:46,245][root][INFO] - 0.005863884674741526
[2024-07-08 09:27:46,246][root][INFO] - 0.003825094134221274
[2024-07-08 09:27:46,246][root][INFO] - 0.003606421641106028
[2024-07-08 09:27:46,246][root][INFO] - 0.00037019560701767595
[2024-07-08 09:27:46,246][root][INFO] - 0.0032474718121104917
[2024-07-08 09:27:46,246][root][INFO] - 8.783305934567665e-05
[2024-07-08 09:27:46,247][root][INFO] - 0.0013470663787262804
[2024-07-08 09:27:46,247][root][INFO] - 0.0003265116534254542
[2024-07-08 09:27:46,247][root][INFO] - 0.002279593833406146
[2024-07-08 09:27:46,247][root][INFO] - 0.0012598939099511819
[2024-07-08 09:27:46,248][root][INFO] - 0.0031989090598982806
[2024-07-08 09:27:46,248][root][INFO] - 0.00025940048527184345
[2024-07-08 09:27:46,248][root][INFO] - 0.0007274275789057594
[2024-07-08 09:27:46,248][root][INFO] - 3.0292660627262435e-05
[2024-07-08 09:27:46,248][root][INFO] - 0.01581751194533243
[2024-07-08 09:27:46,249][root][INFO] - 0.00019337760062176912
[2024-07-08 09:27:46,249][root][INFO] - 0.003030483723830635
[2024-07-08 09:27:46,249][root][INFO] - 0.0005038668381476263
[2024-07-08 09:27:46,249][root][INFO] - 0.006862043854476307
[2024-07-08 09:27:46,250][root][INFO] - 0.00045364967215011376
[2024-07-08 09:27:46,250][root][INFO] - 0.0061114101171735324
[2024-07-08 09:27:46,250][root][INFO] - 3.215590986327399e-05
[2024-07-08 09:27:46,250][root][INFO] - 0.011816008462201433
[2024-07-08 09:27:46,251][root][INFO] - 0.0009994947284650557
[2024-07-08 09:27:46,251][root][INFO] - 0.016553704469908448
[2024-07-08 09:27:46,251][root][INFO] - 4.8370164356104084e-05
[2024-07-08 09:27:46,251][root][INFO] - 0.0040003222627097434
[2024-07-08 09:27:46,251][root][INFO] - 2.3729777721914758e-05
[2024-07-08 09:27:46,252][root][INFO] - 0.0050456689461533255
[2024-07-08 09:27:46,252][root][INFO] - 1.1298731505959836e-05
[2024-07-08 09:27:46,252][root][INFO] - 0.0018961874948473234
[2024-07-08 09:27:46,252][root][INFO] - 0.00135943681781181
[2024-07-08 09:27:46,252][root][INFO] - 0.015019536573030567
[2024-07-08 09:27:46,253][root][INFO] - 5.6438678258663444e-05
[2024-07-08 09:27:46,253][root][INFO] - 0.004735798913137579
[2024-07-08 09:27:46,253][root][INFO] - 0.00024497758185182406
[2024-07-08 09:27:46,254][root][INFO] - 6.348720108628747e-05
[2024-07-08 09:27:46,254][root][INFO] - 0.0016827748520130692
[2024-07-08 09:27:46,254][root][INFO] - 0.004724175860325142
[2024-07-08 09:27:46,255][root][INFO] - 2.6166801248672655e-05
[2024-07-08 09:27:46,255][root][INFO] - 0.006332456894467153
[2024-07-08 09:27:46,255][root][INFO] - 0.00016065073304916133
[2024-07-08 09:27:46,255][root][INFO] - 0.002873283244538394
[2024-07-08 09:27:46,256][root][INFO] - 0.0006153022699254551
[2024-07-08 09:27:46,256][root][INFO] - 0.004719081315680773
[2024-07-08 09:27:46,256][root][INFO] - 3.7924846985060157e-06
[2024-07-08 09:27:46,257][root][INFO] - 0.0062480861329689
[2024-07-08 09:27:46,257][root][INFO] - 7.717294550735332e-05
[2024-07-08 09:27:46,257][root][INFO] - 0.001818594343990343
[2024-07-08 09:27:46,257][root][INFO] - 0.0008130340297938243
[2024-07-08 09:27:46,258][root][INFO] - 0.004532503279054412
[2024-07-08 09:27:46,258][root][INFO] - 9.16241206502244e-05
[2024-07-08 09:27:46,258][root][INFO] - 0.006198984230636251
[2024-07-08 09:27:46,259][root][INFO] - 0.0001742479295172572
[2024-07-08 09:27:46,259][root][INFO] - 0.0008424454000557358
[2024-07-08 09:27:46,259][root][INFO] - 0.00010996623386616555
[2024-07-08 09:27:46,260][root][INFO] - 0.0006829911685005685
[2024-07-08 09:27:46,260][root][INFO] - 1.4437450076121294e-05
[2024-07-08 09:27:46,260][root][INFO] - 0.00509132074963059
[2024-07-08 09:27:46,260][root][INFO] - 0.004681424556729485
[2024-07-08 09:27:46,261][root][INFO] - 0.0016293959801447766
[2024-07-08 09:27:46,261][root][INFO] - 0.0008198874938076806
[2024-07-08 09:27:46,261][root][INFO] - 0.004395032102830765
[2024-07-08 09:27:46,261][root][INFO] - 3.6002818037950135e-07
[2024-07-08 09:27:46,261][root][INFO] - 0.0010159743512824226
[2024-07-08 09:27:46,262][root][INFO] - 0.00046048397506615046
[2024-07-08 09:27:46,262][root][INFO] - 0.002561415416323598
[2024-07-08 09:27:46,262][root][INFO] - 1.7309901752415868e-05
[2024-07-08 09:27:46,262][root][INFO] - 0.039140787655876585
[2024-07-08 09:27:46,262][root][INFO] - 0.008442884344840751
[2024-07-08 09:27:46,262][root][INFO] - 0.0016673587688436076
[2024-07-08 09:27:46,263][root][INFO] - 0.0001862949493262045
[2024-07-08 09:27:46,263][root][INFO] - 0.003262947837256336
[2024-07-08 09:27:46,263][root][INFO] - 0.004120463669661234
[2024-07-08 09:27:46,263][root][INFO] - 0.0025375383461317957
[2024-07-08 09:27:46,263][root][INFO] - 3.6869056059263272e-06
[2024-07-08 09:27:46,264][root][INFO] - 0.00014400387035462536
[2024-07-08 09:27:46,264][root][INFO] - 6.682668518553925e-06
[2024-07-08 09:27:46,264][root][INFO] - 0.014954166168856808
[2024-07-08 09:27:46,264][root][INFO] - 0.0006845463995277523
[2024-07-08 09:27:46,264][root][INFO] - 9.285250372603748e-05
[2024-07-08 09:27:46,265][root][INFO] - 0.0006479651504784911
[2024-07-08 09:27:46,265][root][INFO] - 0.010253064146432678
[2024-07-08 09:27:46,265][root][INFO] - 4.6918301133902496e-05
[2024-07-08 09:27:46,265][root][INFO] - 0.008303649284349568
[2024-07-08 09:27:46,265][root][INFO] - 6.661288586373715e-05
[2024-07-08 09:27:46,266][root][INFO] - 0.020495108497790016
[2024-07-08 09:27:46,266][root][INFO] - 7.325397861634997e-07
[2024-07-08 09:27:46,266][root][INFO] - 0.027365728458314753
[2024-07-08 09:27:46,266][root][INFO] - 0.000749574533758679
[2024-07-08 09:27:46,266][root][INFO] - 0.005785986375413721
[2024-07-08 09:27:46,267][root][INFO] - 0.003557636757225313
[2024-07-08 09:27:46,267][root][INFO] - 0.011168177716065819
[2024-07-08 09:27:46,267][root][INFO] - 1.2462455816431017e-05
[2024-07-08 09:27:46,267][root][INFO] - 0.007267517344260899
[2024-07-08 09:27:46,268][root][INFO] - 0.0007280273493588396
[2024-07-08 09:27:46,268][root][INFO] - 0.0020571746035704663
[2024-07-08 09:27:46,268][root][INFO] - 0.0014757384027235254
[2024-07-08 09:27:46,269][root][INFO] - 0.0051488289421655065
[2024-07-08 09:27:46,269][root][INFO] - 0.0018455931379240953
[2024-07-08 09:27:46,269][root][INFO] - 0.004799017302628106
[2024-07-08 09:27:46,270][root][INFO] - 0.0020054075255069304
[2024-07-08 09:27:46,270][root][INFO] - 0.002925095271690381
[2024-07-08 09:27:46,270][root][INFO] - 1.3850493849276724e-05
[2024-07-08 09:27:46,271][root][INFO] - 0.0016949196433795333
[2024-07-08 09:27:46,271][root][INFO] - 0.002161692877610144
[2024-07-08 09:27:46,271][root][INFO] - 0.010220982198668738
[2024-07-08 09:27:46,272][root][INFO] - 0.0018904596526339024
[2024-07-08 09:27:46,272][root][INFO] - 0.0020020214105685996
[2024-07-08 09:27:46,272][root][INFO] - 0.00029673132929630697
[2024-07-08 09:27:46,273][root][INFO] - 0.0012903583344356928
[2024-07-08 09:27:46,273][root][INFO] - 0.00019636082025598078
[2024-07-08 09:27:46,273][root][INFO] - 0.010691471169039457
[2024-07-08 09:27:46,273][root][INFO] - 0.0017633858515886391
[2024-07-08 09:27:46,274][root][INFO] - 0.022870570032971882
[2024-07-08 09:27:46,274][root][INFO] - 0.001030771068202263
[2024-07-08 09:27:46,274][root][INFO] - 0.0025318044658273475
[2024-07-08 09:27:46,274][root][INFO] - 0.0003096980488508372
[2024-07-08 09:27:46,275][root][INFO] - 0.0029397677289454416
[2024-07-08 09:27:46,275][root][INFO] - 0.0014663974633821741
[2024-07-08 09:27:46,275][root][INFO] - 0.004099847913707544
[2024-07-08 09:27:46,276][root][INFO] - 0.0007095638054801512
[2024-07-08 09:27:46,276][root][INFO] - 0.0002279381084393517
[2024-07-08 09:27:46,276][root][INFO] - 0.00040806130882564684
[2024-07-08 09:27:46,276][root][INFO] - 0.017049461285234324
[2024-07-08 09:27:46,277][root][INFO] - 0.0006326928060284009
[2024-07-08 09:27:46,277][root][INFO] - 0.002036999695088082
[2024-07-08 09:27:46,277][root][INFO] - 0.002036999695088082
[2024-07-08 09:27:46,278][root][INFO] - 0.008061048144072602
[2024-07-08 09:27:46,278][root][INFO] - 0.0009379077267674951
[2024-07-08 09:27:46,278][root][INFO] - 8.570005052921381e-05
[2024-07-08 09:27:46,278][root][INFO] - 0.00018929338617001967
[2024-07-08 09:27:46,279][root][INFO] - 0.01230871946526424
[2024-07-08 09:27:46,279][root][INFO] - 0.004890528469557509
[2024-07-08 09:27:46,279][root][INFO] - 0.0039473641499840895
[2024-07-08 09:27:46,279][root][INFO] - 2.118055792577067e-05
[2024-07-08 09:27:46,280][root][INFO] - 0.004606773641237183
[2024-07-08 09:27:46,280][root][INFO] - 0.0043939169139428635
[2024-07-08 09:27:46,280][root][INFO] - 0.015855439591959897
[2024-07-08 09:27:46,281][root][INFO] - 0.014316413144821238
[2024-07-08 09:27:46,281][root][INFO] - 0.0009741892037451461
[2024-07-08 09:27:46,281][root][INFO] - 0.0011379582909891717
[2024-07-08 09:27:46,281][root][INFO] - 0.0013908202453094543
[2024-07-08 09:27:46,281][root][INFO] - 0.00011384873751163482
[2024-07-08 09:27:46,282][root][INFO] - 0.000613344783568337
[2024-07-08 09:27:46,282][root][INFO] - 4.003624656823135e-05
[2024-07-08 09:27:46,282][root][INFO] - 1.742838221563403e-05
[2024-07-08 09:27:46,282][root][INFO] - 0.0005513234673969469
[2024-07-08 09:27:46,282][root][INFO] - 0.006802458382544341
[2024-07-08 09:27:46,282][root][INFO] - 0.00024146830445026524
[2024-07-08 09:27:46,283][root][INFO] - 9.835911054967283e-05
[2024-07-08 09:27:46,283][root][INFO] - 0.00018018214318926695
[2024-07-08 09:27:46,283][root][INFO] - 0.00012610011886393657
[2024-07-08 09:27:46,283][root][INFO] - 0.00021165573589621012
[2024-07-08 09:27:46,283][root][INFO] - 0.0005091169584472421
[2024-07-08 09:27:46,283][root][INFO] - 0.007378427794277442
[2024-07-08 09:27:46,284][root][INFO] - 0.005372055175111745
[2024-07-08 09:27:46,284][root][INFO] - 0.0001646045632897053
[2024-07-08 09:27:46,284][root][INFO] - 0.0018519325145887056
[2024-07-08 09:27:46,284][root][INFO] - 1.371224986534969e-05
[2024-07-08 09:27:46,284][root][INFO] - 0.020495108497790016
[2024-07-08 09:27:46,285][root][INFO] - 1.688726174164934e-05
[2024-07-08 09:27:46,285][root][INFO] - 0.007817650528304965
[2024-07-08 09:27:46,285][root][INFO] - 0.0008539004033483177
[2024-07-08 09:27:46,285][root][INFO] - 0.0019577652762621245
[2024-07-08 09:27:46,285][root][INFO] - 0.00026587637947583787
[2024-07-08 09:27:46,286][root][INFO] - 5.770011601824443e-05
[2024-07-08 09:27:46,286][root][INFO] - 0.000412127460702294
[2024-07-08 09:27:46,286][root][INFO] - 0.00802941157939363
[2024-07-08 09:27:46,286][root][INFO] - 5.8666240097871025e-05
[2024-07-08 09:27:46,287][root][INFO] - 0.0026554853238633935
[2024-07-08 09:27:46,287][root][INFO] - 0.0008007720703929744
[2024-07-08 09:27:46,287][root][INFO] - 0.009529105396593018
[2024-07-08 09:27:46,288][root][INFO] - 0.0017301871250585688
[2024-07-08 09:27:46,288][root][INFO] - 0.0018667517320121174
[2024-07-08 09:27:46,288][root][INFO] - 0.0012792234066214547
[2024-07-08 09:27:46,289][root][INFO] - 0.005079555184140605
[2024-07-08 09:27:46,289][root][INFO] - 6.302691446524733e-08
[2024-07-08 09:27:46,289][root][INFO] - 7.972939398692702e-06
[2024-07-08 09:27:46,290][root][INFO] - 0.00010715078522838262
[2024-07-08 09:27:46,290][root][INFO] - 0.0044708033293576754
[2024-07-08 09:27:46,290][root][INFO] - 0.0011411825282439114
[2024-07-08 09:27:46,291][root][INFO] - 0.0009466900997152639
[2024-07-08 09:27:46,291][root][INFO] - 0.0007769050958763568
[2024-07-08 09:27:46,292][root][INFO] - 0.00023924547800746598
[2024-07-08 09:27:46,292][root][INFO] - 0.0003737202176199439
[2024-07-08 09:27:46,292][root][INFO] - 0.002138830921541768
[2024-07-08 09:27:46,292][root][INFO] - 0.00011198234938980534
[2024-07-08 09:27:46,293][root][INFO] - 0.0009083189636431843
[2024-07-08 09:27:46,293][root][INFO] - 0.00012556200905677883
[2024-07-08 09:27:46,293][root][INFO] - 0.01456737514658868
[2024-07-08 09:27:46,293][root][INFO] - 0.007872485852991051
[2024-07-08 09:27:46,294][root][INFO] - 0.0011807083231265558
[2024-07-08 09:27:46,294][root][INFO] - 0.00032242366188994787
[2024-07-08 09:27:46,294][root][INFO] - 0.0005112193473817417
[2024-07-08 09:27:46,294][root][INFO] - 3.3602356589002014e-05
[2024-07-08 09:27:46,295][root][INFO] - 0.0002801647408001706
[2024-07-08 09:27:46,295][root][INFO] - 0.00017806320327951042
[2024-07-08 09:27:46,295][root][INFO] - 0.00450304608876595
[2024-07-08 09:27:46,295][root][INFO] - 0.00011750267284704741
[2024-07-08 09:27:46,296][root][INFO] - 0.0001904196304014505
[2024-07-08 09:27:46,296][root][INFO] - 0.0003899844117876139
[2024-07-08 09:27:46,296][root][INFO] - 0.009910827370003483
[2024-07-08 09:27:46,297][root][INFO] - 0.0007376839316367567
[2024-07-08 09:27:46,297][root][INFO] - 0.008667732822479568
[2024-07-08 09:27:46,297][root][INFO] - 0.0005389042723151771
[2024-07-08 09:27:46,298][root][INFO] - 0.0004272202194234298
[2024-07-08 09:27:46,298][root][INFO] - 0.000542374316626959
[2024-07-08 09:27:46,298][root][INFO] - 0.01092232238178692
[2024-07-08 09:27:46,298][root][INFO] - 0.00012583195596205243
[2024-07-08 09:27:46,299][root][INFO] - 0.005317360035586249
[2024-07-08 09:27:46,299][root][INFO] - 0.009609863738360813
[2024-07-08 09:27:46,300][root][INFO] - 0.0037994932958572702
[2024-07-08 09:27:46,300][root][INFO] - 0.0010337044951360674
[2024-07-08 09:27:46,301][root][INFO] - 0.0005718707618451724
[2024-07-08 09:27:46,301][root][INFO] - 0.0017132326934146125
[2024-07-08 09:27:46,301][root][INFO] - 0.001532642932222883
[2024-07-08 09:27:46,302][root][INFO] - 8.447650592446898e-05
[2024-07-08 09:27:46,302][root][INFO] - 0.0020067268405495886
[2024-07-08 09:27:46,303][root][INFO] - 8.351906256587327e-07
[2024-07-08 09:27:46,303][root][INFO] - 0.006694819587119483
[2024-07-08 09:27:46,303][root][INFO] - 0.0003997692046101564
[2024-07-08 09:27:46,304][root][INFO] - 0.0032242164702414033
[2024-07-08 09:27:46,304][root][INFO] - 0.00015376294318125705
[2024-07-08 09:27:46,304][root][INFO] - 8.797750621658551e-05
[2024-07-08 09:27:46,304][root][INFO] - 8.859070914468692e-05
[2024-07-08 09:27:46,305][root][INFO] - 0.003036853802213635
[2024-07-08 09:27:46,305][root][INFO] - 0.0002197397310117477
[2024-07-08 09:27:46,306][root][INFO] - 0.01737407611504449
[2024-07-08 09:27:46,306][root][INFO] - 1.9603848985694228e-05
[2024-07-08 09:27:46,307][root][INFO] - 0.0023831002261127665
[2024-07-08 09:27:46,307][root][INFO] - 0.0002387847394553777
[2024-07-08 09:27:46,308][root][INFO] - 0.0024901286917453636
[2024-07-08 09:27:46,308][root][INFO] - 0.0001078532410008215
[2024-07-08 09:27:46,309][root][INFO] - 0.032406581003925905
[2024-07-08 09:27:46,309][root][INFO] - 0.021523882578414533
[2024-07-08 09:27:46,310][root][INFO] - 0.004772475202322379
[2024-07-08 09:27:46,310][root][INFO] - 0.0006745814202857581
[2024-07-08 09:27:46,310][root][INFO] - 0.00038758589382470454
[2024-07-08 09:27:46,310][root][INFO] - 0.0010025788817025205
[2024-07-08 09:27:46,311][root][INFO] - 0.00024451354535992564
[2024-07-08 09:27:46,311][root][INFO] - 0.00018233723367144794
[2024-07-08 09:27:46,312][root][INFO] - 0.015129599666245275
[2024-07-08 09:27:46,312][root][INFO] - 0.0008856003549756464
[2024-07-08 09:27:46,312][root][INFO] - 0.010187369808535296
[2024-07-08 09:27:46,313][root][INFO] - 0.0006146770731787488
[2024-07-08 09:27:46,313][root][INFO] - 0.0004016175033385583
[2024-07-08 09:27:46,313][root][INFO] - 0.0001343713595545193
[2024-07-08 09:27:46,314][root][INFO] - 0.005214062070306502
[2024-07-08 09:27:46,314][root][INFO] - 0.0026183832983428523
[2024-07-08 09:27:46,314][root][INFO] - 0.0012815515115467413
[2024-07-08 09:27:46,314][root][INFO] - 0.0003195366025986468
[2024-07-08 09:27:46,315][root][INFO] - 0.006340867147722751
[2024-07-08 09:27:46,315][root][INFO] - 8.536191988817166e-07
[2024-07-08 09:27:46,315][root][INFO] - 0.005097474167070626
[2024-07-08 09:27:46,315][root][INFO] - 0.00041671003503662707
[2024-07-08 09:27:46,316][root][INFO] - 0.0035293485465850427
[2024-07-08 09:27:46,316][root][INFO] - 0.00015374938964596296
[2024-07-08 09:27:46,316][root][INFO] - 0.03455098058734418
[2024-07-08 09:27:46,316][root][INFO] - 0.0034166510173131437
[2024-07-08 09:27:46,317][root][INFO] - 0.0015635125512842851
[2024-07-08 09:27:46,317][root][INFO] - 9.853077130750343e-05
[2024-07-08 09:27:46,317][root][INFO] - 0.0006286199544431881
